gene	glm_gp	DESeq2	DESeq2_glmGamPoi	edgeR
ENSMUSG00000051951	0.05007653837240435	0.4050507262326437	0.07002375047411484	-0.0010888519722874457
ENSMUSG00000089699	-0.9237911272665478	NA	NA	1.5896474026412173e-16
ENSMUSG00000102343	14.709666521667293	4.009520159796198	14.803410402439134	4.0213956809419856e-4
ENSMUSG00000025900	0.2972864000828024	0.24127051326552262	0.29477225418356445	0.0020389923022183748
ENSMUSG00000025902	-0.10881731658635004	-0.14027876570093772	-0.10894039541860692	-0.08035537079850501
ENSMUSG00000104328	15.066287575604358	2.3214489939837297	15.247291968612043	2.0681051391365328e-4
ENSMUSG00000033845	-0.050986557372344914	-0.05077776207536832	-0.05085478150840932	-0.05054381635085218
ENSMUSG00000025903	-0.016993775350168206	-0.017311546451750346	-0.01700393834567397	-0.01266451380609817
ENSMUSG00000104217	-0.3977338232523	-0.6214771140386252	-0.4118530812102653	-0.006687265559786824
ENSMUSG00000033813	0.11183597433369054	0.11084986732477381	0.11184117883217494	0.10606485238075349
ENSMUSG00000002459	-0.1903631848684166	-0.1146325649511605	-0.18894205217016175	-0.013247864880161263
ENSMUSG00000085623	-0.9237911272665478	NA	NA	1.5896474026412173e-16
ENSMUSG00000033793	-0.09222123926946123	-0.09278784907813595	-0.09219910810781659	-0.07476241556060091
ENSMUSG00000025905	0.07097548417410059	0.0817113916299543	0.07087310027942634	0.006772743515430622
ENSMUSG00000033774	0.3140342671603211	0.338482085743483	0.3131097294128548	0.006765237079176517
ENSMUSG00000025907	0.15154750514054163	0.15058688977382453	0.15159947056117248	0.1065616286233975
ENSMUSG00000090031	0.23608445667473216	0.19929831272113657	0.23594014294127744	0.028704083123444305
ENSMUSG00000087247	0.003387311127045882	0.05516868981822536	0.003985381428405111	0.001917789657992523
ENSMUSG00000033740	15.54267956331227	3.2408934065770962	15.719810872424526	6.809958736724505e-4
ENSMUSG00000051285	0.13671747667282247	0.13661140227211543	0.1367158693731177	0.09126679175210155
ENSMUSG00000097797	0.27683065148717045	0.2749693858620561	0.2768483995248487	0.039038890494741844
ENSMUSG00000103067	-2.1086667728663975	-1.1171085841056205	-2.0415427300505	-0.012013218423080703
ENSMUSG00000025909	1.3042584054664426	1.3843386563731166	1.2854534709409586	0.006014242417477837
ENSMUSG00000061024	-0.006078789792938383	-0.0061687718082339546	-0.005959736258083537	-0.006905272082310775
ENSMUSG00000025911	-0.17635479783510877	-0.153745341870433	-0.17610111946388673	-0.004868972864945315
ENSMUSG00000067879	-0.9237911272665478	NA	NA	1.5896474026412173e-16
ENSMUSG00000099827	-0.9237911272665478	NA	NA	1.5896474026412173e-16
ENSMUSG00000025912	0.40073614196275725	0.3944449559775992	0.40055941712924736	0.04961850729896475
ENSMUSG00000045210	0.07443187699416841	0.08046839321465718	0.07419556316611378	0.04550293433415879
ENSMUSG00000097893	-0.7534516751703222	-0.7238552117298795	-0.7534227612036735	-0.06708865366861154
ENSMUSG00000025915	-0.6240156227925244	-0.6104983462230856	-0.623936011979208	-0.349176942114577
ENSMUSG00000046101	0.02649587296099127	0.025373260068392068	0.026440041810668776	0.004015677054864841
ENSMUSG00000098234	-0.045711000931565625	-0.045353245151286664	-0.045711080250417334	-0.041973087217785664
ENSMUSG00000099032	-0.7671988092877825	-0.4687102752324707	-0.7600237320748399	-0.02183199518050765
ENSMUSG00000025916	0.3399582065641239	0.28676725448271195	0.3329472662762928	0.002719870083787891
ENSMUSG00000087199	-0.9237911272665478	NA	NA	1.5896474026412173e-16
ENSMUSG00000025917	-0.01558717927465715	-0.015610579816949254	-0.015578687473664218	-0.01528656476374791
ENSMUSG00000056763	0.11906176596495277	0.11901040748805827	0.11900335623498039	0.09662835958557073
ENSMUSG00000067851	0.1349304819378096	0.14559246221201266	0.1341641150208668	0.08303887528263613
ENSMUSG00000042501	-0.04664064965947375	-0.006925536323622891	-0.04610546649771335	-0.0035262400137270333
ENSMUSG00000048960	0.09439474617563835	0.04929163036578503	0.09351532573407735	0.04163643301965405
ENSMUSG00000057715	0.04084131477245112	0.02484177218366405	0.040642887040476236	0.010003226223920246
ENSMUSG00000097171	-1.51254299901717	-1.8979648800593063	-1.5231017311868311	-0.0044402482008432794
ENSMUSG00000101314	-16.044633381621068	-5.311093627932556	-16.18614732857731	-7.727870000887433e-4
ENSMUSG00000016918	0.20984413904944516	0.199353667873643	0.20968733341831797	0.12787406193899048
ENSMUSG00000025938	0.13685162353534513	0.1548766195561451	0.13712027069787547	0.02779105592911625
ENSMUSG00000099498	-0.9237911272665478	NA	NA	1.5896474026412173e-16
