job_id	extension_id	method	coefficient_type	number	timing_user	timing_system	timing_elapsed
63996937	6d05d	DESeq2	Cat	3	265.186	2.938	252.948
63996937	6d05d	glm_gp overdispersion = 0	Cat	4	68.453	1.212	36.486
63996937	6d05d	glm_gp	Cat	4	92.409	1.593	56.699
63996937	6d05d	glm_gp on disk	Cat	4	122.222	3.166	89.03
63996937	6d05d	DESeq2 with glmGamPoi	Cat	4	78.66	3.518	58.597
63996937	6d05d	edgeR	Cat	4	332.151	1.835	172.26
63996937	6d05d	DESeq2	Cat	4	228.125	3.346	204.024
63996937	6d05d	glm_gp overdispersion = 0	Cat	5	88.055	1.591	46.464
63996937	6d05d	glm_gp	Cat	5	114.981	1.941	69.693
63996937	6d05d	glm_gp on disk	Cat	5	147.227	3.682	103.921
63996937	6d05d	DESeq2 with glmGamPoi	Cat	5	92.496	3.42	67.708
63996937	6d05d	edgeR	Cat	5	379.083	2.338	195.45
63996937	6d05d	DESeq2	Cat	5	335.265	11.281	271.724
63996937	6d05d	glm_gp overdispersion = 0	Cat	6	102.057	2.031	53.757
63996937	6d05d	glm_gp	Cat	6	134.882	2.652	80.684
63996937	6d05d	glm_gp on disk	Cat	6	171.562	4.536	118.957
63996937	6d05d	DESeq2 with glmGamPoi	Cat	6	113.217	4.39	81.638
63996937	6d05d	edgeR	Cat	6	413.849	2.421	213.478
63996937	6d05d	DESeq2	Cat	6	569.543	15.965	422.189
63996937	6d05d	glm_gp overdispersion = 0	Cat	7	123.663	2.121	64.574
63996937	6d05d	glm_gp	Cat	7	169.239	2.739	101.455
63996937	6d05d	glm_gp on disk	Cat	7	201.345	4.367	136.176
63996937	6d05d	DESeq2 with glmGamPoi	Cat	7	138.335	4.723	99.4
63996937	6d05d	edgeR	Cat	7	460.148	2.731	237.276
63996937	6d05d	DESeq2	Cat	7	812.429	26.154	540.95
63996937	6d05d	glm_gp overdispersion = 0	Cat	8	145.443	2.52	75.65
63996937	6d05d	glm_gp	Cat	8	199.763	3.401	114.879
63996937	6d05d	glm_gp on disk	Cat	8	231.731	4.965	149.305
63996937	6d05d	DESeq2 with glmGamPoi	Cat	8	158.177	4.958	110.992
63996937	6d05d	edgeR	Cat	8	453.919	2.407	233.965
63996937	6d05d	DESeq2	Cat	8	1183.226	41.242	748.269
63996937	6d05d	glm_gp overdispersion = 0	Cont	1	5.335	0.634	5.854
63996937	6d05d	glm_gp	Cont	1	18.178	0.817	18.352
63996937	6d05d	glm_gp on disk	Cont	1	42.094	1.938	43.36
63996937	6d05d	DESeq2 with glmGamPoi	Cont	1	22.97	2.493	25.396
63996937	6d05d	edgeR	Cont	1	98.535	1.978	100.541
63996937	6d05d	DESeq2	Cont	1	219.513	3.011	222.488
63996937	6d05d	glm_gp overdispersion = 0	Cont	2	28.633	0.473	28.963
63996937	6d05d	glm_gp	Cont	2	48.399	0.872	48.605
63996937	6d05d	glm_gp on disk	Cont	2	82.494	2.815	84.623
63996937	6d05d	DESeq2 with glmGamPoi	Cont	2	122.392	3.744	126.034
63996937	6d05d	edgeR	Cont	2	217.78	2.281	175.153
63996937	6d05d	DESeq2	Cont	2	271.132	4.749	275.546
63996937	6d05d	glm_gp overdispersion = 0	Cont	3	61.875	0.952	33.09
63996937	6d05d	glm_gp	Cont	3	96.262	1.42	62.689
63996937	6d05d	glm_gp on disk	Cont	3	130.604	3.253	99.257
63996937	6d05d	DESeq2 with glmGamPoi	Cont	3	152.829	3.762	136.974
63996937	6d05d	edgeR	Cont	3	350.029	2.385	186.112
63996937	6d05d	DESeq2	Cont	3	326.698	6.838	296.9
63996937	6d05d	glm_gp overdispersion = 0	Cont	4	72.844	1.474	38.859
63996937	6d05d	glm_gp	Cont	4	109.846	1.805	70.665
63996937	6d05d	glm_gp on disk	Cont	4	143.134	3.503	106.395
63996937	6d05d	DESeq2 with glmGamPoi	Cont	4	163.11	4.094	143.835
63996937	6d05d	edgeR	Cont	4	387.321	2.683	209.301
63996937	6d05d	DESeq2	Cont	4	361.546	11.19	318.606
63996937	6d05d	glm_gp overdispersion = 0	Cont	5	91.517	1.786	48.365
63996937	6d05d	glm_gp	Cont	5	138.767	2.484	90.015
63996937	6d05d	glm_gp on disk	Cont	5	172.159	4.139	125.702
63996937	6d05d	DESeq2 with glmGamPoi	Cont	5	182.384	4.422	158.777
63996937	6d05d	edgeR	Cont	5	420.128	2.831	229.028
63996937	6d05d	DESeq2	Cont	5	429.247	16.475	362.366
63996937	6d05d	glm_gp overdispersion = 0	Cont	6	115.08	2.295	60.389
63996937	6d05d	glm_gp	Cont	6	171.817	2.997	109.406
63996937	6d05d	glm_gp on disk	Cont	6	208.512	5.002	147.2
63996937	6d05d	DESeq2 with glmGamPoi	Cont	6	206.109	5.251	174.361
63996937	6d05d	edgeR	Cont	6	468.082	2.867	256.65
63996937	6d05d	DESeq2	Cont	6	518.305	21.303	417.082
63996937	6d05d	glm_gp overdispersion = 0	Cont	7	151.234	2.759	78.708
63996937	6d05d	glm_gp	Cont	7	219.245	3.78	139.144
63996937	6d05d	glm_gp on disk	Cont	7	252.829	5.177	174.9
63996937	6d05d	DESeq2 with glmGamPoi	Cont	7	237.078	5.626	196.883
63996937	6d05d	edgeR	Cont	7	493.849	2.861	273.071
63996937	6d05d	DESeq2	Cont	7	679.08	26.565	509.57
